city,state,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long
fredericksburg,New Jersey,26995,2016.0,ford,,,,gas,,clean,other,,,,,,39.4745,-74.4575
oregoncoast,Oregon,8950,2006.0,chevrolet,silverado 1500,,8 cylinders,gas,194000.0,clean,automatic,,4wd,full-size,pickup,white,44.431058,-124.071436
newhaven,Connecticut,13995,2011.0,chevy,silverado 1500,,,gas,,clean,automatic,1GCRKSE35BZ257671,,,,,41.5754,-73.0318
flint,Michigan,2000,1985.0,ford,f150,good,8 cylinders,gas,123729.0,clean,automatic,1FTCF15NXFP831670,rwd,full-size,truck,brown,43.014469,-83.75111
raleigh,North Carolina,10000,2010.0,ford,,good,10 cylinders,gas,160000.0,clean,automatic,,rwd,full-size,bus,white,36.0671,-80.3025
raleigh,North Carolina,4600,2008.0,ford,expedition,fair,8 cylinders,gas,125000.0,clean,automatic,1FMFU16568LA63438,4wd,full-size,SUV,grey,35.76402,-78.839652
capecod,Massachusetts,9995,2005.0,toyota,tacoma,excellent,other,gas,176738.0,clean,automatic,5TEUU42N05Z108051,4wd,,pickup,blue,41.668966,-70.269642
farmington,New Mexico,11900,2017.0,nissan,versa,,,gas,,clean,manual,,,,,,35.0818,-106.6482
wichita,Oklahoma,18950,2017.0,dodge,grand caravan sxt,,,gas,,clean,automatic,,,,,,36.2902,-97.0228
albany,New York,4950,2004.0,chevrolet,trail blazer,excellent,6 cylinders,gas,124130.0,clean,automatic,,4wd,full-size,SUV,green,42.5951,-73.6826
lincoln,Nebraska,27500,2017.0,ford,edge sel awd,like new,6 cylinders,gas,28000.0,clean,automatic,2FMPK4J89HBC12812,4wd,mid-size,SUV,silver,41.447333,-97.058414
lansing,Michigan,39999,2016.0,ford,expedition,like new,6 cylinders,gas,50000.0,clean,automatic,1FMJK1MT0GEF33905,4wd,full-size,SUV,black,42.868175,-85.862086
shreveport,Louisiana,4300,1999.0,ram,1500 4x4,good,8 cylinders,gas,,clean,automatic,,4wd,mid-size,pickup,white,32.5449,-93.7038
harrisburg,Pennsylvania,4999,2007.0,toyota,highlander base,,,gas,,clean,automatic,,,,,,40.250510999999996,-76.865564
siouxcity,Iowa,17500,2014.0,kia,optima sx turbo,excellent,,gas,62326.0,clean,automatic,,,,,blue,42.7962,-96.1704
sheboygan,Wisconsin,18990,2016.0,jeep,cherokee,excellent,6 cylinders,gas,33716.0,clean,automatic,1C4PJMCS2GW296081,4wd,compact,SUV,,43.75891,-87.75358
fargo,North Dakota,12990,2008.0,chevrolet,silverado lt,good,8 cylinders,gas,177370.0,clean,automatic,2GCEC190681224038,rwd,full-size,pickup,grey,47.920244,-97.044974
lascruces,New Mexico,24900,2007.0,cadillac,escalade ext,excellent,,gas,28500.0,clean,automatic,,,,,black,32.3244,-106.6683
neworleans,Louisiana,9995,2013.0,kia,optima,,4 cylinders,gas,87143.0,clean,automatic,5XXGM4A78DG115360,fwd,,sedan,red,30.2784,-89.7712
columbia,South Carolina,29750,2015.0,audi,q5,like new,6 cylinders,gas,,clean,automatic,,4wd,mid-size,SUV,grey,33.9724,-81.2359
nmi,Michigan,45000,2018.0,gmc,sierra 2500 sle,like new,8 cylinders,gas,10088.0,clean,automatic,1GT12SEG5JF126434,,,pickup,blue,44.737415000000006,-85.174495
fresno,California,1247,2004.0,ford,f150,,8 cylinders,gas,,clean,automatic,,4wd,full-size,,,36.745597,-119.644718
lansing,Michigan,3100,2007.0,,Focus,excellent,4 cylinders,gas,109400.0,clean,automatic,,fwd,,sedan,,43.008894,-83.743629
cosprings,Colorado,15997,2005.0,jeep,wrangler,,,gas,170269.0,clean,manual,1J4FA64S15P362630,4wd,,SUV,blue,38.88499,-104.81211
syracuse,New York,40377,2014.0,ram,2500,,,diesel,36650.0,clean,automatic,3C6UR5DLXEG301166,4wd,,pickup,red,42.59445,-76.20585
clarksville,Tennessee,11950,2013.0,lincoln,mks,,,gas,52036.0,rebuilt,automatic,2LMDJ6JK3DBL15381,,,,,36.100853,-86.740027
fargo,Minnesota,13000,2015.0,volkswagen,golf sportwagen,,4 cylinders,diesel,86726.0,clean,automatic,3VWCA7AU5FM502770,fwd,,wagon,white,45.575165000000005,-94.12611
waco,Texas,12404,2015.0,toyota,corolla,,4 cylinders,gas,55490.0,clean,automatic,5YFBURHE9FP273874,fwd,compact,sedan,custom,31.535,-97.1899
killeen,Texas,14995,2017.0,jeep,compass,,,gas,44317.0,clean,automatic,1C4NJDBBXHD139100,,,SUV,,30.2063,-97.7956
onslow,North Carolina,12900,2011.0,infiniti,g37 convertible sport,,,gas,81811.0,rebuilt,manual,JN1CV6FE5BM951622,rwd,,convertible,black,35.5068,-78.3479
augusta,Georgia,11695,2016.0,dodge,dart sxt,good,,gas,54995.0,clean,automatic,1C3CDFBB3GD769845,fwd,,sedan,red,33.514126,-82.061611
maine,New Hampshire,4500,2008.0,volvo,s60,excellent,,gas,122000.0,clean,automatic,,,,,,43.2174,-71.3546
swva,Virginia,3000,1997.0,pontiac,firebird,good,6 cylinders,gas,164309.0,clean,automatic,,rwd,,,red,37.271867,-76.485786
chambersburg,Pennsylvania,2900,2001.0,acura,,good,6 cylinders,gas,,clean,automatic,,4wd,full-size,SUV,blue,39.838729,-77.254572
nh,New Hampshire,1000,2004.0,,SEVERAL,,,gas,,clean,automatic,,,,,,42.9656,-71.4493
westernmass,Vermont,3000,2005.0,cadillac,escalade esv platinum,,,gas,,clean,automatic,,,,,,42.740204999999996,-72.522812
elpaso,Texas,3500,2015.0,buick,lacrosse,like new,6 cylinders,gas,73000.0,clean,automatic,,fwd,full-size,sedan,white,31.833981,-106.44521399999999
sd,Washington,28999,2013.0,ford,f-150 platinum 4x4 4dr sup,,,gas,71958.0,clean,automatic,1FTFW1ET0DFD06281,4wd,,,,47.412874,-122.241095
albany,New York,2999,2008.0,kia,spectra,excellent,4 cylinders,gas,132000.0,clean,automatic,,fwd,full-size,,blue,42.804831,-73.918877
loz,Missouri,5300,2008.0,hyundai,sonata gls 4dr sedan,good,,gas,146000.0,clean,automatic,,,,,,37.7676,-92.2105
eastnc,North Carolina,13900,2015.0,subaru,brz limited,,,gas,51670.0,rebuilt,manual,JF1ZCAC1XF9604979,rwd,,coupe,red,35.5068,-78.3479
newyork,New York,5400,2015.0,fiat,500 pop hatchback,,,gas,,clean,automatic,,,,,,40.5839,-73.9536
daytona,Florida,5995,2012.0,fiat,500,,,gas,,clean,automatic,,fwd,sub-compact,hatchback,,28.44962,-81.39598000000001
cincinnati,Ohio,4500,1976.0,chevrolet,corvette,good,,gas,,clean,automatic,,,,,red,38.8262,-84.0986
chico,California,111111,1999.0,mazda,miata mx-5,,,gas,,clean,manual,,,,,,39.8821,-121.6728
racine,Wisconsin,13995,2006.0,ford,f350 superduty 4x4,,,diesel,186980.0,clean,automatic,1FTWW33P96EA28958,,,,,42.7726,-87.796
austin,Texas,9495,2008.0,honda,odyssey ex-l w/ dvd,like new,6 cylinders,gas,105000.0,clean,automatic,,fwd,full-size,van,black,30.5835,-97.8575
monterey,California,24000,1970.0,volkswagen,bus,excellent,,gas,5000.0,clean,manual,,,,,,37.4888,-120.8535
yakima,Washington,28500,2014.0,lincoln,mkx,excellent,,gas,,clean,automatic,,4wd,,,white,46.80171,-120.675044
wilmington,North Carolina,4990,2005.0,toyota,prius,excellent,4 cylinders,hybrid,166000.0,clean,automatic,JTDKB20UX53120914,fwd,compact,hatchback,white,34.147433,-78.11712
wichita,Kansas,2995,2007.0,chevrolet,impala,,,gas,,clean,automatic,,,,,,37.683984,-97.349654
spokane,Washington,14975,2010.0,acura,tl,excellent,other,gas,65071.0,clean,automatic,19UUA9F57AA009359,,,sedan,black,47.742357,-117.40782
nanaimo,FAILED,4995,2004.0,toyota,highlander 4wd,good,6 cylinders,gas,296854.0,clean,automatic,,4wd,mid-size,SUV,grey,49.312922,-124.35953700000002
syracuse,New York,4250,2001.0,chevrolet,2500 hd,fair,8 cylinders,gas,125000.0,clean,automatic,,4wd,,pickup,grey,43.055132,-76.11544599999999
tulsa,Oklahoma,20900,2000.0,pontiac,trans am,excellent,8 cylinders,gas,62300.0,clean,manual,,rwd,,,silver,35.9094,-94.9787
cnj,New Jersey,8500,2011.0,toyota,tacoma sr5,excellent,4 cylinders,gas,180000.0,clean,automatic,,rwd,mid-size,pickup,silver,39.6411,-74.1922
richmond,Virginia,23899,2013.0,jeep,wrangler,,,other,79460.0,clean,automatic,1C4BJWDG4DL630267,4wd,,SUV,,38.50935,-77.37102
omaha,Nebraska,16000,2013.0,hyundai,santa fe,,6 cylinders,gas,85226.0,,automatic,KM8SMDHF0DU009613,,,SUV,,41.18093,-95.927583
hanford,California,10500,2006.0,ford,f350,,,diesel,,clean,automatic,,,,,,36.3314,-119.6491
augusta,Georgia,6800,2004.0,gmc,1500 yukon,,,gas,,clean,automatic,,,,,,33.7773,-82.4435
vermont,New Hampshire,38999,2014.0,gmc,sierra,,,diesel,91892.0,clean,automatic,1GT121C89EF128845,4wd,,pickup,white,43.066264000000004,-71.447
bemidji,Minnesota,6000,2005.0,honda,crv ex,excellent,4 cylinders,gas,,clean,automatic,,4wd,,SUV,grey,47.571999999999996,-94.8013
worcester,New Hampshire,9988,2014.0,nissan,sentra,,,gas,56056.0,clean,other,3N1AB7AP1EY273077,fwd,,sedan,,42.9944,-71.4884
minneapolis,Minnesota,1500,1979.0,,"57,000",good,8 cylinders,gas,,clean,manual,,4wd,full-size,truck,brown,46.012979,-92.77556
eastnc,North Carolina,16500,2007.0,dodge,charger super bee,excellent,8 cylinders,gas,67000.0,clean,automatic,,fwd,full-size,sedan,yellow,35.633221,-77.371377
newjersey,New Jersey,69,2015.0,ford,explorer,excellent,6 cylinders,gas,74983.0,clean,automatic,1FM5K8D85FGA00554,4wd,full-size,SUV,black,40.71667,-74.226178
newjersey,New Jersey,8250,2010.0,honda,accord coupe,excellent,4 cylinders,gas,91000.0,clean,automatic,,fwd,,,,40.4226,-74.1799
stockton,California,5300,2005.0,honda,crv ex,,,gas,,salvage,automatic,,,,,,37.5833,-120.9496
monroe,Louisiana,10800,2011.0,lincoln,,good,,gas,200400.0,clean,automatic,,,full-size,SUV,blue,32.365041,-91.181097
bend,Oregon,250,1997.0,honda,accord 2-door coupe,,,gas,,clean,automatic,,,,,,44.0915,-121.4073
hartford,Connecticut,5995,2004.0,ford,ranger*,,,gas,153671.0,clean,automatic,1FTYR11UX4PB46628,,mid-size,other,grey,41.658369,-72.866606
harrisburg,Pennsylvania,3495,2006.0,dodge,grand caravan sxt,good,6 cylinders,gas,157889.0,clean,automatic,2D4GP44L06R882505,fwd,full-size,van,custom,40.053138,-76.279036
allentown,Pennsylvania,2900,2009.0,mitsubishi,eclipse,,,gas,170000.0,clean,automatic,,,,,,40.6366,-75.4405
wichitafalls,Texas,6995,2007.0,gmc,envoy,excellent,6 cylinders,gas,135221.0,clean,automatic,1GKDT13S172250460,,,SUV,,33.886283,-98.486391
omaha,Iowa,18850,2008.0,,2008 HUMMER,,,gas,97000.0,clean,automatic,,,,,,41.4003,-95.0101
erie,Pennsylvania,1,2019.0,,kawasaki ninja 650,,,gas,,missing,other,,,,,,42.1087,-79.9535
lancaster,Pennsylvania,20500,2006.0,ram,2500,excellent,6 cylinders,diesel,,salvage,automatic,,4wd,full-size,truck,white,40.230024,-76.079859
chambersburg,Pennsylvania,750,2003.0,infiniti,g35 sedan,fair,6 cylinders,gas,220000.0,clean,automatic,,rwd,,,blue,39.9072,-77.63600000000001
jerseyshore,New Jersey,12495,1979.0,chevrolet,el camino,excellent,8 cylinders,gas,39561.0,clean,automatic,1W80J9K561531,,,pickup,,40.048903,-74.141727
jacksontn,Tennessee,750,2002.0,chevrolet,malibu,,6 cylinders,gas,163428.0,salvage,automatic,,,,,white,35.2023,-88.2005
easttexas,Texas,5500,2004.0,chevrolet,tahoe ls,excellent,8 cylinders,gas,162650.0,clean,automatic,,rwd,full-size,SUV,blue,32.439139000000004,-94.912008
reno,California,10900,2008.0,nissan,titan,,8 cylinders,gas,95000.0,clean,automatic,1N6AA07G18N302753,rwd,,truck,,38.7877,-121.2366
lexington,Kentucky,9600,2007.0,chevrolet,silverado ltz,excellent,8 cylinders,gas,213000.0,clean,automatic,,4wd,full-size,pickup,black,38.398289,-83.708525
westky,Tennessee,11500,2010.0,gmc,acadia,,,gas,109300.0,clean,automatic,1GKLRMED2AJ162802,fwd,,wagon,,36.506893,-87.274917
chicago,Illinois,7500,2007.0,mazda,mx-5 miata grand touring,,,gas,,clean,automatic,,,,,,41.8379,-87.8213
redding,California,25995,2008.0,ford,f250,,,diesel,,clean,automatic,,,,,,40.450919,-122.30093400000001
sacramento,California,3200,2002.0,nissan,altima 3.5 se,good,6 cylinders,gas,76200.0,clean,automatic,,,,,,38.042021000000005,-121.48659199999999
sarasota,Florida,2999,2007.0,saturn,ion level 2,,4 cylinders,gas,130000.0,rebuilt,automatic,,,,,,27.5429,-82.56299999999999
staugustine,Florida,7900,2011.0,jeep,compass,like new,4 cylinders,gas,80101.0,clean,automatic,,fwd,mid-size,SUV,red,29.9175,-81.3668
springfieldil,Illinois,8995,2012.0,chevrolet,cruze,excellent,4 cylinders,gas,73961.0,clean,automatic,1G1PE5SC3C7115300,fwd,,sedan,custom,38.588302,-89.923783
cincinnati,Ohio,3000,2005.0,honda,pilot,good,,gas,180000.0,clean,automatic,,,,,,39.1661,-84.4959
limaohio,Ohio,9550,2008.0,buick,enclave cxl,excellent,6 cylinders,gas,104321.0,clean,automatic,5GAER273738J13669,fwd,mid-size,SUV,white,40.729374,-84.144902
houston,Texas,2200,2009.0,toyota,rav4,excellent,6 cylinders,gas,73500.0,clean,automatic,,4wd,full-size,SUV,white,32.7002,-97.3789
chattanooga,Tennessee,27999,2015.0,chevrolet,colorado,excellent,6 cylinders,gas,65383.0,clean,automatic,1GCGTCE34F1125516,4wd,full-size,pickup,white,35.839643,-86.386787
lancaster,Pennsylvania,2250,2005.0,honda,civic,good,4 cylinders,gas,,parts only,automatic,,fwd,compact,sedan,silver,40.194912,-76.263749
northernwi,Wisconsin,9500,1979.0,,mgb convertible,excellent,4 cylinders,gas,77551.0,clean,manual,GHN5UL496067G,,mid-size,convertible,yellow,44.853,-88.7887
helena,Montana,11991,2013.0,kia,optima sxl turbo,excellent,4 cylinders,gas,,clean,automatic,,fwd,,,,46.539781,-112.17649899999999
milwaukee,Illinois,6450,2008.0,,cadilac cts,,6 cylinders,gas,101000.0,clean,automatic,,,,,black,42.2636,-88.1333
omaha,Minnesota,15950,2012.0,ford,f-250 super duty xl plus,excellent,8 cylinders,diesel,275472.0,clean,automatic,1FT7X2BT7CEB41054,4wd,full-size,truck,white,43.863217,-95.113986
waco,Texas,4995,2004.0,acura,mdx touring with navigation system 5-speed automat,,,,153325.0,clean,automatic,2HNYD18894H503397,4wd,,SUV,silver,31.535465999999996,-97.154656
lafayette,Louisiana,9990,2008.0,chevrolet,equinox lt,excellent,6 cylinders,gas,,clean,automatic,,,,,,30.513196999999998,-92.397423
nh,New Hampshire,17980,2011.0,jeep,wrangler,,,gas,,clean,automatic,1J4BA3H12BL552986,4wd,,SUV,brown,43.22615,-71.3614
miami,Florida,7600,2016.0,chevrolet,trax ls awd,like new,4 cylinders,gas,41.0,rebuilt,automatic,,fwd,mid-size,SUV,red,25.7,-80.413
racine,Wisconsin,8950,2004.0,lexus,gx 470,like new,8 cylinders,gas,118710.0,clean,automatic,,4wd,,SUV,blue,43.089661,-87.92267700000001
centralmich,Michigan,1000,2003.0,chrysler,sebring 4-door,fair,6 cylinders,gas,,clean,automatic,,fwd,,sedan,red,43.6897,-85.4797
huntsville,Alabama,3000,1983.0,,F100,good,8 cylinders,gas,,clean,manual,,fwd,full-size,truck,black,34.8474,-87.0607
smd,Maryland,2000,2005.0,nissan,sentra,good,4 cylinders,gas,241000.0,clean,automatic,Xxxxxxxxx,fwd,compact,,black,38.5974,-76.9903
bgky,Kentucky,12900,2007.0,gmc,yukon denali xl awd,,,gas,183000.0,clean,automatic,,,,,,36.9882,-85.9221
muncie,Indiana,4250,2003.0,ford,super duty,,8 cylinders,diesel,,clean,automatic,,4wd,,,,40.2948,-85.4898
harrisburg,Pennsylvania,18995,2012.0,ford,f-150,excellent,8 cylinders,gas,57000.0,rebuilt,automatic,,4wd,full-size,truck,red,40.2688,-76.1013
salem,Oregon,28000,2014.0,jeep,wrangler,excellent,6 cylinders,gas,34224.0,clean,automatic,,4wd,,,black,44.8685,-123.0438
amarillo,Texas,9950,2006.0,ford,f150,good,8 cylinders,gas,209902.0,clean,automatic,1FTPW14V66FB35109,4wd,full-size,truck,grey,35.642615,-101.585516
neworleans,Louisiana,3000,2004.0,mitsubishi,endeavor,good,6 cylinders,gas,196000.0,clean,automatic,,,,SUV,black,29.87988,-90.050904
nwga,Tennessee,22995,2006.0,ram,3500,good,6 cylinders,diesel,231036.0,clean,manual,3D7KS28C86G246897,4wd,full-size,truck,red,36.0844,-83.7411
dallas,Texas,8500,2014.0,honda,accord,excellent,4 cylinders,gas,70.0,clean,automatic,,fwd,full-size,coupe,black,33.0005,-96.8314
yubasutter,California,3999,1997.0,nissan,quest gxe,,6 cylinders,gas,160631.0,clean,automatic,4N2DN1116VD828244,fwd,,mini-van,,39.12357,-121.61091100000002
longisland,New York,180,2007.0,toyota,camry,,,gas,,clean,automatic,,,,,,40.685,-73.5103
akroncanton,Ohio,1000,2003.0,chevrolet,s10 pickup,good,4 cylinders,gas,203804.0,clean,other,1GCCS14H238101527,rwd,full-size,truck,green,40.902588,-81.150479
memphis,Tennessee,1950,1995.0,nissan,pick up,good,4 cylinders,gas,,clean,automatic,,fwd,mid-size,pickup,red,35.180894,-89.856892
louisville,Indiana,4300,2001.0,mercury,grand marquis,good,8 cylinders,gas,106000.0,clean,automatic,,rwd,,,,38.3029,-85.9617
fayar,Arkansas,8888,2010.0,nissan,altima 2.5 s 4dr sedan,good,,gas,91149.0,clean,automatic,1N4AL2APXAN517318,,,sedan,,36.004678999999996,-94.283967
abbotsford,FAILED,35890,2016.0,chevrolet,silverado,excellent,8 cylinders,gas,59209.0,clean,automatic,,4wd,,pickup,black,49.204598,-123.139205
lawrence,Missouri,31900,2017.0,ram,1500 slt,like new,8 cylinders,gas,21909.0,clean,automatic,1C6RR7LT0HS754101,4wd,full-size,truck,white,39.36522,-94.375477
pittsburgh,Pennsylvania,31500,2016.0,honda,pilot,excellent,,gas,52000.0,lien,automatic,5FNYF6H50GB073370,,,,,40.2706,-80.1668
bozeman,Montana,3500,2003.0,chevrolet,suburban,fair,,gas,206000.0,clean,automatic,,4wd,full-size,SUV,silver,45.693137,-111.07346000000001
myrtlebeach,South Carolina,1400,2000.0,acura,tl,fair,,gas,,clean,automatic,,,,,,33.7377,-78.9787
victoria,FAILED,24990,2014.0,mercedes-benz,cla 250,,,gas,61000.0,clean,automatic,KELLY 6047278476,,,,,49.026576,-122.82921
laredo,Texas,24500,2012.0,jeep,wrangler,,,gas,104777.0,clean,automatic,1C4BJWFGXCL262723,,,other,silver,29.540022999999998,-98.41296700000001
greensboro,North Carolina,18999,2015.0,honda,pilot,,6 cylinders,gas,115611.0,clean,automatic,5FNYF4H56FB033863,4wd,mid-size,SUV,black,35.931874,-79.989139
vermont,New Hampshire,10995,2006.0,toyota,4runner,excellent,8 cylinders,gas,163130.0,clean,automatic,JTEBT17R268031038,4wd,,SUV,,43.503636,-71.461287
stcloud,Minnesota,11995,2014.0,ford,fusion titanium,good,6 cylinders,gas,83241.0,clean,automatic,,fwd,mid-size,sedan,grey,46.11655,-95.32352
richmond,Virginia,6999,2005.0,ford,f-150,excellent,other,gas,174626.0,clean,automatic,1FTPX14585NB08639,4wd,,pickup,blue,38.309837,-77.448986
bend,Oregon,5995,2004.0,chevrolet,avalanche,,,gas,120000.0,clean,automatic,3GNEK12T34G102656,,,,,44.31191,-120.851583
greenbay,Wisconsin,57709,2017.0,lincoln,continental,excellent,other,gas,825.0,clean,automatic,1LN6L9NC8H5637494,,,sedan,green,44.6946,-90.1542
pittsburgh,Pennsylvania,4995,2008.0,honda,odyssey,,,gas,170000.0,clean,automatic,,,,,,40.5048,-79.9138
sarasota,Florida,5500,2004.0,pontiac,grand prix gtp,excellent,6 cylinders,gas,134000.0,clean,automatic,,fwd,full-size,,green,27.043226,-81.95938100000001
nmi,Michigan,3800,2007.0,chevrolet,trailblazer,excellent,,gas,,clean,automatic,,,,,,44.2529,-85.01700000000001
carbondale,Kentucky,1900,2000.0,chevy,blazer,excellent,6 cylinders,gas,159000.0,clean,automatic,,4wd,,,,36.8478,-88.6788
wichita,Kansas,22000,1964.0,chevrolet,impala,like new,8 cylinders,gas,200.0,clean,automatic,,fwd,full-size,sedan,purple,37.7379,-97.2479
sarasota,Florida,10999,2014.0,toyota,corolla,like new,4 cylinders,gas,45000.0,clean,automatic,,fwd,sub-compact,sedan,white,27.1384,-82.4518
cenla,New Jersey,8600,2001.0,ford,f-150,,,gas,126289.0,clean,automatic,1FTRW07L01KA09938,,,,black,40.167,-74.6488
louisville,Kentucky,21300,2017.0,gmc,sierra 1500 regular cab,good,,gas,15176.0,clean,other,1GTN1LEC0HZ905661,,,pickup,,38.22,-85.74
provo,Utah,9731,2014.0,hyundai,elantra gt,excellent,4 cylinders,gas,68450.0,clean,manual,KMHD35LH1EU197862,fwd,compact,hatchback,silver,40.2818,-111.7209
skagit,Washington,8999,2008.0,bmw,3 series,,,gas,73202.0,clean,manual,WBAWV13538PG07201,rwd,,coupe,red,47.926444000000004,-122.225076
kelowna,FAILED,11880,2010.0,toyota,rav4,excellent,4 cylinders,gas,119535.0,clean,automatic,,fwd,compact,SUV,silver,49.060087,-122.81160600000001
sierravista,Arizona,16995,2007.0,toyota,4runner,,,,162277.0,clean,automatic,,,,,,32.24951,-110.972417
boulder,Colorado,2500,1999.0,ford,e250,,8 cylinders,gas,204000.0,clean,automatic,,rwd,,van,,40.1779,-105.1009
newjersey,New Jersey,1,2009.0,,Chevy-Ford-International,,,gas,,clean,automatic,,,,,,40.722978000000005,-74.061702
limaohio,Ohio,9221,2011.0,dodge,charger,,6 cylinders,gas,124595.0,clean,other,2B3CL3CG4BH576723,rwd,,sedan,white,41.621598,-83.49377700000001
miami,Florida,7000,2013.0,,5.0L V8 Engine,excellent,,gas,,clean,automatic,,4wd,,truck,,25.6062,-80.3426
kansascity,Kansas,400,2004.0,chevy,malibu,,,gas,166000.0,clean,automatic,,,,,,38.7137,-95.0916
lakecity,Florida,19950,2015.0,chevrolet,silverado 2500hd,excellent,other,gas,198378.0,clean,automatic,1GC1KUEG1FF159370,4wd,,pickup,white,29.650218,-81.650885
nh,Massachusetts,1,1930.0,,Model A,excellent,4 cylinders,gas,,clean,manual,,rwd,mid-size,coupe,blue,42.728,-71.181
westernmass,Connecticut,4200,2008.0,ford,taurus x,,,gas,,clean,automatic,,,,,,41.9099,-72.6029
phoenix,Arizona,11995,2006.0,,HUMMER H3 4WD,good,8 cylinders,gas,115000.0,clean,automatic,5GTDN136068157555,,,,black,33.402303,-111.959782
bemidji,Minnesota,3995,2006.0,ford,explorer,excellent,6 cylinders,gas,173000.0,clean,automatic,,4wd,mid-size,SUV,,45.541000000000004,-94.1819
pullman,Washington,18999,2015.0,honda,crv ex-l awd gas suv auto,,,gas,70223.0,clean,automatic,5J6RM4H79FL034685,4wd,,SUV,blue,47.65613,-117.236949
longisland,New York,16500,1966.0,,Mustang Convertible,excellent,,gas,,clean,automatic,,,,,,40.8676,-73.4102
albany,New York,22995,2013.0,ram,1500,good,8 cylinders,gas,83878.0,clean,automatic,1C6RR7GT4DS705715,4wd,full-size,truck,black,42.777828,-73.74899
hickory,North Carolina,11200,2010.0,jeep,commander,excellent,8 cylinders,gas,134000.0,clean,automatic,,4wd,full-size,SUV,red,35.6757,-81.0503
cosprings,Colorado,22494,2012.0,gmc,sierra 1500,,8 cylinders,gas,94095.0,clean,automatic,3GTP2VE73CG232572,4wd,full-size,pickup,silver,39.5506,-104.8972
eastnc,North Carolina,5000,2003.0,,2003,,,gas,,clean,automatic,,,,pickup,,35.558,-77.2566
akroncanton,Ohio,13199,2011.0,cadillac,srx,,,gas,114690.0,clean,automatic,3GYFNAEY2BS634268,fwd,,SUV,black,41.102959000000006,-81.48197900000001
jackson,Alabama,6500,1973.0,chevrolet,nova,,,gas,,clean,automatic,,,,,,33.9093,-87.5403
cosprings,Colorado,31995,2013.0,jeep,wrangler unlimited,,6 cylinders,gas,52545.0,clean,automatic,1C4BJWDG5DL603594,4wd,mid-size,SUV,red,38.920819,-104.81647199999999
fayetteville,North Carolina,3495,2002.0,honda,civic,,,other,171781.0,clean,automatic,2HGES26762H561271,,compact,sedan,,35.0182,-78.914647
dubuque,Iowa,12995,2011.0,gmc,terrain,good,6 cylinders,gas,65221.0,clean,automatic,2CTFLUE51B6461509,fwd,,SUV,black,42.03519,-91.559347
salem,Oregon,13990,2017.0,nissan,altima,,,gas,41869.0,clean,automatic,1N4AL3AP6HC190802,fwd,,,,44.973187,-123.018138
salem,Oregon,4000,2002.0,bmw,325i,excellent,6 cylinders,gas,219000.0,clean,automatic,,,,,,44.943977000000004,-123.035886
athensga,Georgia,11500,2010.0,nissan,xterra,excellent,,gas,73284.0,clean,other,,,,SUV,black,33.8542,-83.40799999999999
richmond,Virginia,1850,2003.0,chrysler,town country lx,good,,gas,138928.0,clean,automatic,,,,,,37.625,-77.4959
jacksontn,Tennessee,5999,2007.0,mercedes,benz e350,excellent,6 cylinders,gas,196672.0,clean,automatic,WDBUF56X47B176127,rwd,,sedan,blue,36.16033,-88.802104
eastnc,North Carolina,25000,2008.0,ford,f250,like new,8 cylinders,diesel,174000.0,clean,automatic,,4wd,full-size,truck,custom,35.727331,-78.101169
eastoregon,Oregon,5500,1984.0,chevrolet,suburban,excellent,8 cylinders,diesel,142000.0,clean,automatic,,,full-size,SUV,white,43.568531,-118.84711899999999
gadsden,Alabama,4600,1999.0,nissan,frontier,,,gas,,clean,automatic,,,,,,34.433085,-85.925306
fortcollins,Colorado,2650,2005.0,nissan,altima 2.5 s,excellent,6 cylinders,gas,,clean,automatic,,fwd,,sedan,white,40.2541,-103.8031
vancouver,FAILED,13900,2010.0,nissan,rogue,excellent,4 cylinders,gas,65900.0,clean,automatic,JN8AS5MV8AW109309,4wd,mid-size,SUV,silver,49.276522,-122.83142
decatur,Illinois,6500,1998.0,ford,mustang gt,excellent,8 cylinders,gas,118000.0,clean,automatic,,rwd,,,blue,39.1213,-90.3338
detroit,Michigan,4850,2004.0,ford,explorer sport trac 4x4x,like new,6 cylinders,gas,159000.0,clean,automatic,,4wd,,,,42.602031,-82.876225
monterey,California,9800,1936.0,chevy,/ coupe,good,8 cylinders,gas,,clean,automatic,,rwd,,coupe,,36.6677,-121.6596
mansfield,Ohio,650,2002.0,honda,civic ex sedan,good,4 cylinders,gas,207209.0,clean,automatic,,fwd,compact,sedan,blue,40.8103,-82.9698
seattle,Washington,16699,2010.0,ram,1500 slt 4x4 half ton,,,gas,94103.0,clean,automatic,1D7RV1GT4AS158867,4wd,,truck,white,47.205599,-122.291109
lancaster,Pennsylvania,1900,1977.0,,American  Lafrance,salvage,6 cylinders,diesel,20000.0,clean,manual,,rwd,,other,,40.6622,-75.3903
nd,Montana,12450,2007.0,cadillac,escalade awd,like new,8 cylinders,gas,206000.0,clean,automatic,1GYFK63867R280242,4wd,full-size,SUV,brown,45.7813,-108.5727
buffalo,New York,4200,2006.0,mercedes-benz,e500,,,gas,,clean,automatic,,,,,,42.881769,-78.893135
ventura,California,7600,2005.0,lexus,es330,,,gas,,clean,automatic,JTHBA30G455060439,,,,,34.4573,-119.234619
